file,name,x,y,z,majorRadius,bRadius,minorRadius,theta_x,theta_y,theta_z
t172.tif,Cell type 1_21000110,259.455,113.182,98.2167,14.1383,13.2486,11.3717,-0.391492,0.889605,-1.80343
t172.tif,Cell type 1_21000111,231.68,126.013,110.228,16.7797,12.4359,11.8292,-0.918287,-0.95448,0.239422
t172.tif,Cell type 1_20111000,454.074,344.687,170.651,21.0088,13.7238,11.7734,-0.304478,1.10742,-1.81422
t172.tif,Cell type 1_40100010,203.005,227.284,96.033,16.2931,13.7654,12.5595,-0.335027,0.685939,0.781361
t172.tif,Cell type 1_40100011,151.704,235.482,99.6769,16.0794,13.4446,11.2614,1.33347,-1.13828,-1.15089
t172.tif,Cell type 1_11011110,329.622,157.94,173.482,16.7149,15.0311,11.1067,1.30724,-1.08762,-0.73633
t172.tif,Cell type 1_11011111,283.604,148.479,170.792,18.3558,15.3009,11.3892,0.790105,0.641919,-2.03766
t172.tif,Cell type 1_100010100,211.406,164.195,60.8893,15.7135,11.6524,9.35603,1.93142,-0.762305,-1.17031
t172.tif,Cell type 1_100010101,197.67,180.781,74.1454,14.7268,14.2673,13.0872,-1.2878,0.057778,-1.97202
t172.tif,Cell type 1_1010000,200.051,269.5,181.015,16.9765,15.8506,14.1427,-1.90938,0.714157,2.71182
t172.tif,Cell type 1_1010001,160.026,279.136,171.927,18.1466,16.5854,14.8355,-1.32361,1.36914,-1.02217
t172.tif,Cell type 1_21000010,234.725,155.086,81.0286,14.4464,12.1748,11.184,0.205128,-0.331203,0.386263
t172.tif,Cell type 1_21000011,200.03,170.776,92.8486,15.5557,13.3264,11.0754,1.83415,-0.532141,1.57662
t172.tif,Cell type 1_11101000,381,199.182,49.3972,12.4786,11.3764,10.3065,-2.73794,-0.415317,1.55663
t172.tif,Cell type 1_11101001,335.65,205.494,65.015,12.8666,12.1487,9.91486,1.32375,0.966618,1.45373
t172.tif,Cell type 1_101011000,191.132,273.312,156.848,15.9845,14.925,12.5547,-1.62433,-1.02087,0.680463
t172.tif,Cell type 1_101011001,235.729,287.936,159.155,15.9177,14.7984,12.6974,1.70076,-1.23185,-0.705295
t172.tif,Cell type 1_11101100,250.45,219.661,50.3017,13.2258,11.5147,9.85969,-0.612484,-0.319339,-1.22555
t172.tif,Cell type 1_11101101,204.668,195.421,47.9802,12.9936,11.729,10.437,-0.945514,0.0863719,0.84481
t172.tif,Cell type 1_20101100,413.628,296.682,177.52,15.4629,14.2999,10.4318,-1.00566,-0.734811,1.18544
t172.tif,Cell type 1_20101101,464.512,285.549,175.631,16.8551,14.5501,8.63381,1.4972,1.35849,-1.77103
t172.tif,Cell type 1_10010000,147.079,348.177,88.6397,26.9825,15.2789,9.65649,1.12899,0.162089,-1.52168
t172.tif,Cell type 1_10010001,189.762,363.168,80.643,15.731,12.6305,9.34254,1.15112,-0.59536,-1.29363
t172.tif,Cell type 1_20101010,293.154,382.247,171.699,16.875,15.8401,9.58875,1.582,-0.649573,-1.88006
t172.tif,Cell type 1_20101011,339.196,381.401,167.885,18.5842,14.7438,10.5745,-1.72057,-0.831476,1.20571
t172.tif,Cell type 1_100101110,195.031,319.84,62.5855,18.2263,11.4202,6.63489,1.76849,-0.613956,-0.661613
t172.tif,Cell type 1_100101111,171.221,307.219,48.4802,11.6226,10.8046,9.66355,0.976393,0.764418,-1.83938
t172.tif,Cell type 1_20111010,528.079,292.853,168.216,16.7352,14.0546,9.51128,1.36349,-1.14903,-1.98859
t172.tif,Cell type 1_20111011,477.379,309.52,171.369,21.3691,15.6654,11.9363,-2.33828,-0.264094,-0.409726
t172.tif,Cell type 1_201011110,399.32,336.091,173.639,16.4703,15.31,9.1892,-1.68853,-0.742139,1.34197
t172.tif,Cell type 1_201011111,420.7,327.531,165.224,15.1824,13.5513,10.2613,-1.22496,-1.40614,0.459094
t172.tif,Cell type 1_21011110,483.609,116.469,96.7062,14.007,13.3041,9.07867,-1.43427,0.622695,-1.36309
t172.tif,Cell type 1_21011111,527.84,137.528,114.297,14.3936,14.0975,10.6201,-1.16417,0.421595,-1.32386
t172.tif,Cell type 1_40101110,298.885,242.586,145.496,15.9471,15.2307,9.18885,2.04124,0.981726,1.77404
t172.tif,Cell type 1_40101111,342.193,243.834,120.457,16.3542,15.8213,9.55627,-0.688199,0.580502,1.83036
t172.tif,Cell type 1_100000000,127.95,329.902,113.625,23.9405,12.5801,12.2348,1.16732,1.08735,2.20013
t172.tif,Cell type 1_100000001,124.071,289.508,126.101,15.6696,13.4734,10.7342,-2.74887,-1.28698,-1.83621
t172.tif,Cell type 1_10011010,130.92,241.32,78.051,13.9177,12.7255,10.244,-0.59375,0.0947204,1.25988
t172.tif,Cell type 1_10011011,157.077,229.156,50.5062,12.8516,10.6421,8.29133,-0.968259,-0.196713,1.48378
t172.tif,Cell type 1_40000010,221.065,319.447,89.4166,14.0751,11.5694,7.65447,1.38095,0.910765,1.02405
t172.tif,Cell type 1_40000011,267.725,308.812,73.2094,13.6615,12.705,8.54966,1.33216,-0.966271,-1.61073
t172.tif,Cell type 1_21110100,381.7,103.237,145.306,16.3662,12.9901,10.7504,-1.5781,1.11317,-1.28115
t172.tif,Cell type 1_21110101,429.811,107.093,148.94,15.944,12.343,9.58067,-1.9728,-1.16289,2.12969
t172.tif,Cell type 1_3011010,547.159,238.32,155.988,13.7341,13.0814,9.58346,-0.854684,-0.865941,-0.636888
t172.tif,Cell type 1_3011011,545.009,217.677,140.828,18.0865,11.4445,8.72552,1.99421,-1.11324,-2.91218
t172.tif,Cell type 1_410100,314.239,296.651,84.0332,13.0634,12.4329,6.8271,1.26596,1.36914,0.739994
t172.tif,Cell type 1_410101,363.844,295.716,75.7434,13.2184,12.4418,7.41313,1.25098,0.33512,-1.63017
t172.tif,Cell type 1_410110,408.501,316.898,94.8048,13.7602,11.8458,6.77164,-0.595199,-1.26091,0.144988
t172.tif,Cell type 1_410111,356.826,334.768,96.6745,14.0818,12.2361,6.58775,1.80001,-0.81453,1.00068
t172.tif,Cell type 1_1000010000,155.186,184.449,105.963,14.0936,12.2831,8.71115,1.83834,-0.0274022,1.18691
t172.tif,Cell type 1_1000010001,138.892,186.125,86.0073,15.7511,11.4599,9.89406,-0.842466,-1.23481,0.626411
t172.tif,Cell type 1_21011100,444.43,100.371,115.136,15.6724,12.7235,9.07028,-1.33554,-1.12528,-1.2794
t172.tif,Cell type 1_40100000,268.603,257.161,81.6742,13.4975,12.0414,9.23523,1.77017,-0.211888,-1.43522
t172.tif,Cell type 1_40100001,213.269,250.684,70.4456,15.7273,12.4735,8.9804,1.77928,-0.614805,-1.46831
t172.tif,Cell type 1_21101000,309.023,157.758,143.913,15.6598,13.6611,9.0407,-1.26151,0.434805,-1.16915
t172.tif,Cell type 1_21101001,355.005,150.507,156.369,17.1283,13.0387,9.66835,-1.20799,-0.125732,-1.86241
t172.tif,Cell type 1_10000010,121.396,246.609,106.123,15.8555,14.0227,10.2144,-0.363923,-1.31997,-1.01858
t172.tif,Cell type 1_10000011,122.687,219.306,114.062,15.8065,14.4277,10.3155,1.43194,-0.727165,0.703363
t172.tif,Cell type 1_20011000,507.578,392.41,90.3104,13.859,12.2556,10.7255,0.177041,1.03277,-0.656434
t172.tif,Cell type 1_20011001,540.078,377.356,118.079,14.8672,12.7053,9.70222,0.855608,-0.994113,1.57382
t172.tif,Cell type 1_211110110,466.411,121.689,152.617,18.8027,15.6298,11.8173,1.52126,-0.397197,-1.19896
t172.tif,Cell type 1_211110111,446.912,130.542,174.143,17.0879,14.1119,12.9149,0.0270475,1.0337,-0.43159
t172.tif,Cell type 1_201110010,423.194,362.404,175.768,17.5504,15.2269,10.2977,-1.56184,1.45276,-2.00419
t172.tif,Cell type 1_101001000,132.67,292.805,155.443,18.227,14.99,14.0259,1.05895,-1.12911,0.484444
t172.tif,Cell type 1_101001001,133.852,256.053,147.899,16.5861,14.5268,11.1333,-1.16216,-0.94338,-0.0810011
t172.tif,Cell type 1_10111110,223.54,398.36,87.2296,15.6777,12.6276,11.0529,-0.119736,-0.931921,0.576539
t172.tif,Cell type 1_10111111,193.352,392.364,107.185,16.0101,13.3238,11.095,-0.454299,-1.36015,0.560045
t172.tif,Cell type 1_11010100,200.89,229.396,174.439,16.5444,14.2483,9.33384,1.85563,1.21356,0.969168
t172.tif,Cell type 1_11010101,233.202,209.699,173.415,16.2848,13.4482,10.1617,-1.50277,1.29886,-1.67806
t172.tif,Cell type 1_20111100,444.809,398.608,165.269,15.5959,13.8013,8.75865,1.74708,-0.706369,-2.34493
t172.tif,Cell type 1_20111101,473.778,369.683,166.381,13.5568,13.1922,7.93034,1.66874,-1.34511,-2.40503
t172.tif,Cell type 1_201111110,499.038,361.058,172.247,16.6211,12.49,9.00488,1.73873,-1.11084,-2.51001
t172.tif,Cell type 1_201111111,528.228,339.061,169.667,16.3726,13.4347,8.17742,-1.29564,-0.903312,0.838443
t172.tif,Cell type 1_20011010,458.824,421.861,98.6595,14.4221,13.3565,9.92275,-0.629103,-1.29729,-2.80745
t172.tif,Cell type 1_20011011,497.695,408.647,117.975,15.3089,13.0185,9.64073,0.78155,-1.35264,2.28357
t172.tif,Cell type 1_111110110,422.898,173.009,53.5657,11.3598,10.7516,6.70725,1.59711,0.34729,-1.41176
t172.tif,Cell type 1_111110111,459.441,174.54,56.1734,11.5601,10.5693,6.6042,1.69472,-0.551399,-1.71526
